"CEDULA","NOMBRE_COMPLETO","FECHA_NACIMIENTO","ESTADO_CIVIL","SEXO","EDAD","TELEFONO","CORREO"
13455,"Kaitlyn",06-AUG-72,1,2,,"",""
13456,"Sydney",20-JAN-61,0,2,,"",""
13457,"Eric",04-AUG-60,1,1,,"",""
13458,"Joan",02-MAR-61,1,2,,"",""
13459,"Devin",13-JAN-61,1,1,,"",""
13460,"Jasmine",20-MAR-60,0,2,,"",""
13461,"Anthony",29-AUG-40,0,1,,"",""
13462,"Jay",07-NOV-47,0,1,,"",""
13463,"Tammy",01-FEB-42,1,2,,"",""
13464,"Martha",08-MAY-42,1,2,,"",""
13465,"Sydney",04-JUL-41,1,2,,"",""
13466,"Bryce",18-DEC-65,1,1,,"",""
13467,"Kristopher",02-JAN-66,0,1,,"",""
13468,"Mariah",02-MAR-66,0,2,,"",""
13469,"Bryce",09-APR-66,0,1,,"",""
13470,"Jaclyn",16-JUN-66,0,2,,"",""
13471,"Eric",30-SEP-65,1,1,,"",""
13472,"Simon",08-FEB-60,1,1,,"",""
13473,"Logan",02-SEP-59,1,1,,"",""
13474,"Elizabeth",22-DEC-59,1,2,,"",""
13475,"Charles",02-NOV-59,1,1,,"",""
13476,"Timothy",18-FEB-60,1,1,,"",""
13477,"Katherine",26-DEC-59,1,2,,"",""
13478,"Alexia",04-NOV-59,0,2,,"",""
13479,"Katelyn",19-APR-64,0,2,,"",""
13480,"Anna",10-AUG-58,0,2,,"",""
13481,"Hunter",03-JAN-59,1,1,,"",""
13482,"Haley",16-SEP-63,1,2,,"",""
13483,"Christian",08-MAR-58,1,1,,"",""
13484,"Marcus",06-DEC-42,0,1,,"",""
13485,"Thomas",24-APR-43,1,1,,"",""
13486,"Rebekah",09-JAN-43,0,2,,"",""
13487,"Emily",06-FEB-43,1,2,,"",""
13488,"Laura",13-DEC-43,1,2,,"",""
13489,"Jennifer",10-FEB-45,1,2,,"",""
13490,"Edward",15-OCT-44,1,1,,"",""
13491,"Natalie",02-DEC-44,1,2,,"",""
13492,"Christian",01-SEP-45,1,1,,"",""
13493,"Valerie",07-MAY-70,1,2,,"",""
13494,"Byron",02-SEP-67,0,1,,"",""
13495,"Micheal",02-APR-68,1,1,,"",""
13496,"Lucas",20-NOV-67,1,1,,"",""
13497,"Deborah",23-SEP-66,1,2,,"",""
13498,"Joel",07-OCT-67,0,1,,"",""
13499,"Olivia",02-SEP-67,0,2,,"",""
13500,"Molly",24-JAN-64,1,2,,"",""
13501,"Clayton",03-OCT-63,1,1,,"",""
13502,"Deborah",17-AUG-63,0,2,,"",""
13503,"Theodore",14-OCT-68,1,1,,"",""
13504,"Beth",14-SEP-61,1,2,,"",""
13505,"Jamie",15-JUL-61,1,2,,"",""
13506,"Willie",05-FEB-72,0,1,,"",""
13507,"Margaret",13-APR-61,1,2,,"",""
13508,"Cassandra",06-FEB-43,1,2,,"",""
13509,"Lucas",04-MAR-43,1,1,,"",""
13510,"Jon",12-MAY-51,1,1,,"",""
13511,"Ernest",01-NOV-46,0,1,,"",""
13512,"Ken",28-MAR-47,1,2,,"",""
13513,"Abigail",08-MAR-47,1,2,,"",""
13514,"Lindsay",11-AUG-47,0,2,,"",""
13515,"Cara",01-JAN-48,1,2,,"",""
13516,"Harold",16-AUG-47,1,1,,"",""
13517,"Nicolas",07-NOV-47,0,1,,"",""
13518,"Brendan",11-JAN-85,0,1,,"",""
13519,"Lucas",01-APR-84,0,1,,"",""
13520,"Carol",08-AUG-83,0,2,,"",""
13521,"Sandra",25-JUL-83,0,2,,"",""
13522,"Logan",23-MAY-83,0,1,,"",""
13523,"Adrienne",03-MAY-82,0,2,,"",""
13524,"Cheryl",08-FEB-84,1,2,,"",""
13525,"Cassandra",09-AUG-83,1,2,,"",""
13526,"Krystal",21-JAN-84,1,2,,"",""
13527,"Tonya",15-JAN-83,1,2,,"",""
13528,"Carmen",10-MAR-83,1,2,,"",""
13529,"Pamela",30-NOV-82,0,2,,"",""
13530,"Krystal",24-MAR-49,1,2,,"",""
13531,"Tyrone",10-SEP-66,1,1,,"",""
13532,"Melody",12-APR-72,1,2,,"",""
13533,"Eduardo",18-NOV-72,0,1,,"",""
13534,"Beth",14-JAN-67,1,2,,"",""
13535,"Omar",09-DEC-65,0,1,,"",""
13536,"Arianna",10-NOV-75,0,2,,"",""
13537,"Jill",08-APR-65,0,2,,"",""
13538,"Vanessa",20-FEB-76,0,2,,"",""
13539,"Roger",11-OCT-64,0,1,,"",""
13540,"Paula",30-AUG-76,1,2,,"",""
13541,"Ashlee",09-FEB-66,1,2,,"",""
13542,"Sharon",23-MAY-69,1,2,,"",""
13543,"Phillip",30-JAN-64,0,1,,"",""
13544,"Joy",03-DEC-81,0,2,,"",""
13545,"Brad",14-DEC-75,1,1,,"",""
13546,"Mitchell",19-JAN-76,1,1,,"",""
13547,"Michele",07-FEB-80,0,2,,"",""
13548,"Bridget",25-MAR-76,1,2,,"",""
13549,"Richard",15-OCT-74,0,1,,"",""
13550,"Joe",29-NOV-74,0,1,,"",""
13551,"Jacob",03-JUN-75,1,1,,"",""
13552,"Trevor",30-AUG-74,0,1,,"",""
13553,"Jessica",14-OCT-80,1,2,,"",""
13554,"Paula",14-MAY-75,1,2,,"",""
13555,"Tammy",09-SEP-80,1,2,,"",""
13556,"Alisha",13-MAY-75,0,2,,"",""
13557,"Stacey",22-JAN-75,1,2,,"",""
13558,"Karen",18-JUN-80,1,2,,"",""
13559,"Lori",15-DEC-74,0,2,,"",""
13560,"Andres",12-AUG-80,1,1,,"",""
13561,"Gary",04-FEB-75,1,1,,"",""
13562,"Bryant",12-JAN-75,0,1,,"",""
13563,"Phillip",29-JAN-75,1,1,,"",""
13564,"Sabrina",22-SEP-57,1,2,,"",""
13565,"Tiffany",12-SEP-73,1,2,,"",""
13566,"Mikael",23-DEC-56,0,2,,"",""
13567,"Anne",24-MAR-57,1,2,,"",""
13568,"Max",01-NOV-56,1,1,,"",""
13569,"Marcus",10-AUG-79,0,1,,"",""
13570,"Benjamin",23-DEC-73,0,1,,"",""
13571,"Allen",04-SEP-79,1,1,,"",""
13572,"Shaun",11-MAR-74,0,1,,"",""
13573,"Edwin",03-JUN-74,1,1,,"",""
13574,"Brenda",31-AUG-73,0,2,,"",""
13575,"Alicia",22-FEB-50,1,2,,"",""
13576,"Tamara",17-JUN-61,0,2,,"",""
13577,"Theodore",11-FEB-51,1,1,,"",""
13578,"Karl",22-OCT-50,1,1,,"",""
13579,"Alan",22-FEB-57,1,1,,"",""
13580,"Carol",15-JAN-52,1,2,,"",""
13581,"Albert",17-APR-52,1,1,,"",""
13582,"Martha",21-MAR-52,1,2,,"",""
13583,"Blake",11-MAY-60,0,1,,"",""
13584,"Isaiah",13-AUG-64,0,1,,"",""
13585,"Savannah",13-MAY-64,1,2,,"",""
13586,"Larry",17-MAY-64,1,1,,"",""
13587,"Kristina",23-MAY-60,0,2,,"",""
13588,"Deb",31-AUG-59,1,2,,"",""
13589,"Cameron",13-OCT-64,0,1,,"",""
13590,"Louis",15-NOV-58,1,1,,"",""
13591,"Latasha",21-MAY-64,1,2,,"",""
13592,"Gabriella",04-JUN-63,1,2,,"",""
13593,"Deanna",15-FEB-58,0,2,,"",""
13594,"Jessica",17-JUL-57,1,2,,"",""
13595,"Cole",29-NOV-56,0,1,,"",""
13596,"Billy",13-DEC-56,1,1,,"",""
13597,"Lance",01-FEB-57,1,1,,"",""
13598,"Keith",12-AUG-62,1,1,,"",""
13599,"Valerie",11-JAN-62,1,2,,"",""
13600,"Marie",18-AUG-56,1,2,,"",""
13601,"Tanya",03-NOV-55,1,2,,"",""
13602,"Virginia",14-NOV-55,1,2,,"",""
13603,"Molly",29-NOV-55,1,2,,"",""
13604,"Nuan",07-SEP-61,1,1,,"",""
13605,"Gerrit",18-MAY-55,1,1,,"",""
13606,"Drew",29-DEC-54,1,1,,"",""
13607,"Levi",01-APR-60,0,1,,"",""
13608,"Karla",19-OCT-54,1,2,,"",""
13609,"Ramon",11-APR-60,1,1,,"",""
13610,"Omar",28-MAY-54,1,1,,"",""
13611,"Marshall",20-SEP-53,1,1,,"",""
13612,"Hailey",20-AUG-52,1,2,,"",""
13613,"Derek",22-JUN-81,1,1,,"",""
13614,"Julie",21-APR-86,0,2,,"",""
13615,"Jacquelyn",23-SEP-80,0,2,,"",""
13616,"Cole",24-SEP-81,1,1,,"",""
13617,"Gerald",14-SEP-81,1,1,,"",""
13618,"Jay",14-MAY-82,0,1,,"",""
13619,"Arturo",08-NOV-81,1,1,,"",""
13620,"Damien",31-JUL-81,0,1,,"",""
13621,"Melody",01-AUG-79,1,2,,"",""
13622,"Alan",04-NOV-79,1,1,,"",""
13623,"Mitchell",12-SEP-78,1,1,,"",""
13624,"Nicole",06-SEP-79,0,2,,"",""
13625,"Jason",29-OCT-84,1,1,,"",""
13626,"Johnathan",16-SEP-84,1,1,,"",""
13627,"Natasha",04-JAN-78,1,2,,"",""
13628,"Kaitlin",20-JUN-79,1,2,,"",""
13629,"Karla",18-JAN-78,1,2,,"",""
13630,"Brenda",13-SEP-77,0,2,,"",""
13631,"Joe",03-MAY-78,1,1,,"",""
13632,"Cheryl",06-AUG-77,0,2,,"",""
13633,"Juan",09-SEP-77,0,1,,"",""
13634,"Alexis",16-AUG-77,1,2,,"",""
13635,"Kurt",22-AUG-76,1,1,,"",""
13636,"Jarrod",01-JUL-76,1,1,,"",""
13637,"Victoria",08-MAR-78,1,2,,"",""
13638,"Diana",09-JAN-78,0,2,,"",""
13639,"Colin",03-FEB-77,1,1,,"",""
13640,"Rachael",14-OCT-76,1,2,,"",""
13641,"Adrian",15-NOV-75,0,1,,"",""
13642,"Cassie",08-APR-76,1,2,,"",""
13643,"Ronald",04-APR-76,0,1,,"",""
13644,"Kristi",30-SEP-75,1,2,,"",""
13645,"Eugene",15-MAR-76,0,1,,"",""
13646,"Terry",05-OCT-81,1,1,,"",""
13647,"Armando",11-DEC-75,0,1,,"",""
13648,"Arturo",05-OCT-81,0,1,,"",""
13649,"Rebekah",04-NOV-76,1,2,,"",""
13650,"Jessie",07-JUL-76,1,1,,"",""
13651,"Jerry",05-MAR-77,1,1,,"",""
13652,"Tamara",22-FEB-47,1,2,,"",""
13653,"Tony",22-SEP-46,1,1,,"",""
13654,"Shawn",05-AUG-46,1,1,,"",""
13655,"Christopher",31-DEC-51,1,1,,"",""
13656,"Faith",21-APR-52,1,2,,"",""
13657,"Kaylee",12-SEP-46,0,2,,"",""
13658,"Wyatt",10-SEP-46,1,1,,"",""
13659,"Clayton",17-APR-47,1,1,,"",""
13660,"Ethan",06-SEP-47,1,1,,"",""
13661,"Andre",06-MAY-81,1,1,,"",""
13662,"Miguel",20-NOV-85,0,1,,"",""
13663,"Melvin",02-AUG-84,0,1,,"",""
13664,"Larry",10-AUG-78,0,1,,"",""
13665,"Kristi",15-FEB-84,1,2,,"",""
13666,"Teresa",14-JAN-79,0,2,,"",""
13667,"Andres",08-NOV-78,0,1,,"",""
13668,"Stanley",03-OCT-74,1,1,,"",""
13669,"Kristy",30-AUG-68,1,2,,"",""
13670,"Brittney",26-MAR-69,0,2,,"",""
13671,"Frank",07-AUG-79,0,1,,"",""
13672,"Benjamin",05-DEC-85,0,1,,"",""
13673,"Sandra",13-MAY-86,0,2,,"",""
13674,"Drew",12-JUL-85,0,1,,"",""
13675,"Stanley",07-OCT-85,0,1,,"",""
13676,"George",14-JAN-86,1,1,,"",""
13677,"Brian",25-SEP-83,0,2,,"",""
13678,"Warren",23-DEC-79,1,1,,"",""
13679,"Sandra",03-AUG-79,1,2,,"",""
13680,"Jan",16-MAY-80,1,2,,"",""
13681,"Adam",18-MAY-79,0,1,,"",""
13682,"Fernando",23-OCT-78,0,1,,"",""
13683,"Sheila",02-JUN-79,0,2,,"",""
13684,"Francis",11-MAY-83,0,1,,"",""
13685,"Briana",13-FEB-84,1,2,,"",""
13686,"Peter",13-APR-79,1,1,,"",""
13687,"Mario",15-FEB-79,1,1,,"",""
13688,"Ruben",17-DEC-78,0,1,,"",""
13689,"Teresa",19-OCT-78,0,2,,"",""
13690,"Claudia",16-AUG-77,0,2,,"",""
13691,"Ariana",19-OCT-83,0,2,,"",""
13692,"Curtis",18-OCT-83,1,1,,"",""
13693,"Dominic",05-AUG-76,0,1,,"",""
13694,"Savannah",10-DEC-82,0,2,,"",""
13695,"Christian",20-OCT-76,0,1,,"",""
13696,"Katherine",14-MAY-77,0,2,,"",""
13697,"Jésus",21-DEC-76,0,1,,"",""
13698,"Catherine",31-MAR-76,0,2,,"",""
13699,"Rachel",21-JUL-80,0,2,,"",""
13700,"Evan",30-AUG-80,0,1,,"",""
13701,"Haley",22-MAY-80,0,2,,"",""
13702,"Jessie",14-DEC-79,0,2,,"",""
13703,"Mackenzie",02-DEC-79,0,2,,"",""
13704,"Victoria",09-MAR-80,0,2,,"",""
13705,"Blake",09-FEB-80,0,1,,"",""
13706,"Kaitlyn",13-DEC-80,0,2,,"",""
13707,"Austin",18-MAY-81,1,1,,"",""
13708,"Jennifer",01-OCT-71,0,2,,"",""
13709,"Zachary",07-FEB-83,0,1,,"",""
13710,"Destiny",11-JAN-72,0,2,,"",""
13711,"Thomas",29-JAN-72,0,1,,"",""
13712,"Nancy",30-DEC-71,0,2,,"",""
13713,"Alexander",06-AUG-71,0,1,,"",""
13714,"Amanda",15-JAN-59,1,2,,"",""
13715,"Eduardo",21-JUN-64,1,1,,"",""
13716,"Brandon",11-DEC-58,1,1,,"",""
13717,"Audrey",10-JAN-59,1,2,,"",""
13718,"Marcus",21-FEB-59,1,1,,"",""
13719,"Isaac",26-MAY-60,1,1,,"",""
13720,"Cameron",18-MAR-60,1,1,,"",""
13721,"Lucas",08-APR-65,0,1,,"",""
13722,"Luke",22-JUN-60,1,1,,"",""
13723,"Leonard",02-AUG-65,1,1,,"",""
13724,"Charles",11-AUG-59,1,1,,"",""
13725,"Nathan",04-OCT-65,1,1,,"",""
13726,"Austin",01-JAN-60,1,1,,"",""
13727,"Paula",02-OCT-71,1,2,,"",""
13728,"Taylor",22-FEB-61,1,2,,"",""
13729,"Jason",08-APR-61,1,1,,"",""
13730,"Walter",23-JUN-61,1,1,,"",""
13731,"Jan",15-OCT-60,0,2,,"",""
13732,"Julian",02-OCT-71,0,2,,"",""
13733,"Sydney",21-MAR-62,1,2,,"",""
13734,"Kristi",02-JAN-73,1,2,,"",""
13735,"Dennis",04-NOV-61,1,1,,"",""
13736,"Cole",16-JAN-78,1,1,,"",""
13737,"Garrett",24-MAY-62,1,1,,"",""
13738,"Jose",22-SEP-61,1,1,,"",""
13739,"Jason",12-FEB-62,1,1,,"",""
13740,"Jada",06-APR-63,1,2,,"",""
13741,"Haley",18-APR-63,1,2,,"",""
13742,"Benjamin",19-APR-63,1,1,,"",""
13743,"Isabella",21-APR-63,1,2,,"",""
13744,"Alvin",08-OCT-68,1,1,,"",""
13745,"Andrew",28-JUL-62,1,1,,"",""
13746,"Janelle",24-AUG-62,1,2,,"",""
13747,"Brian",06-APR-74,1,1,,"",""
13748,"José",06-APR-69,1,1,,"",""
13749,"Julio",18-SEP-69,1,1,,"",""
13750,"Raymond",01-DEC-63,1,1,,"",""
13751,"Allison",18-MAR-64,0,2,,"",""
13752,"Isabella",09-SEP-63,0,2,,"",""
13753,"Rebecca",30-AUG-63,0,2,,"",""
13754,"Paige",24-JAN-64,0,2,,"",""
13755,"Luke",15-JAN-70,0,1,,"",""
13756,"Kaylee",28-NOV-64,0,2,,"",""
13757,"Jordyn",02-JAN-65,0,2,,"",""
13758,"Alexandria",18-NOV-64,0,2,,"",""
13759,"Jackson",13-JAN-65,1,1,,"",""
13760,"Brian",21-DEC-64,1,1,,"",""
13761,"Logan",01-MAR-65,1,1,,"",""
13762,"Gavin",20-AUG-64,1,1,,"",""
13763,"Stephanie",09-APR-65,0,2,,"",""
13764,"Stephanie",15-DEC-73,1,2,,"",""
13765,"Jaime",08-FEB-74,1,1,,"",""
13766,"Joe",03-AUG-73,1,1,,"",""
13767,"Linda",16-MAY-74,0,2,,"",""
13768,"Ross",17-APR-79,1,1,,"",""
13769,"Brendan",02-MAR-74,1,1,,"",""
13770,"Gerald",23-JAN-74,1,1,,"",""
13771,"Victor",21-DEC-79,0,1,,"",""
13772,"Michele",23-APR-74,1,2,,"",""
13773,"Dana",19-OCT-72,1,2,,"",""
13774,"Steve",07-JAN-73,0,1,,"",""
13775,"Patricia",12-MAR-78,0,2,,"",""
13776,"Miguel",13-AUG-31,1,1,,"",""
13777,"Manuel",12-MAY-73,1,1,,"",""
13778,"Roger",11-MAY-73,1,1,,"",""
13779,"Manuel",09-MAY-72,0,1,,"",""
13780,"Monica",17-JAN-72,1,2,,"",""
13781,"Dominique",21-SEP-72,1,2,,"",""
13782,"Kelli",17-JUL-78,1,2,,"",""
13783,"Logan",29-NOV-72,1,1,,"",""
13784,"Spencer",02-JUL-71,0,1,,"",""
13785,"Clayton",25-AUG-71,0,1,,"",""
13786,"Jon",03-APR-72,0,1,,"",""
13787,"Glenn",11-JAN-72,1,1,,"",""
13788,"Kari",11-MAY-77,1,2,,"",""
13789,"Julie",17-NOV-70,0,2,,"",""
13790,"Nina",17-DEC-70,0,2,,"",""
13791,"Audrey",25-APR-71,0,2,,"",""
13792,"Charles",12-OCT-70,0,1,,"",""
13793,"Jason",18-APR-71,1,1,,"",""
13794,"Mallory",23-FEB-70,0,2,,"",""
13795,"Carl",01-AUG-69,0,1,,"",""
13796,"Martha",03-MAR-69,1,2,,"",""
13797,"Franklin",03-JUN-74,1,1,,"",""
13798,"Tammy",15-SEP-68,0,2,,"",""
13799,"Bryan",16-AUG-77,0,1,,"",""
13800,"Logan",29-JAN-69,1,1,,"",""
13801,"Colleen",09-MAY-69,0,2,,"",""
13802,"Tina",25-OCT-39,1,2,,"",""
13803,"Krystal",31-JAN-40,1,2,,"",""
13804,"Dawn",10-JAN-76,1,2,,"",""
13805,"Gabriel",02-DEC-70,1,1,,"",""
13806,"Bryant",03-DEC-69,1,1,,"",""
13807,"Frederick",11-APR-70,0,1,,"",""
13808,"Richard",31-OCT-75,0,1,,"",""
13809,"Lisa",04-JUL-69,1,2,,"",""
13810,"Vanessa",06-OCT-69,1,2,,"",""
13811,"Sandra",15-OCT-68,0,2,,"",""
13812,"Joanna",22-NOV-68,0,2,,"",""
13813,"Kristen",22-MAY-69,1,2,,"",""
13814,"Sarah",04-SEP-84,0,2,,"",""
13815,"Lacey",01-MAY-85,0,2,,"",""
13816,"Marissa",15-MAR-85,0,2,,"",""
13817,"Jenny",04-APR-84,0,2,,"",""
13818,"Dawn",17-FEB-84,0,2,,"",""
13819,"Max",29-SEP-83,0,1,,"",""
13820,"Danny",06-APR-69,1,1,,"",""
13821,"Allen",11-NOV-68,1,1,,"",""
13822,"Jay",06-DEC-67,1,1,,"",""
13823,"Margaret",02-MAY-73,1,2,,"",""
13824,"Destiny",03-FEB-84,0,2,,"",""
13825,"Kelvin",13-MAY-83,0,1,,"",""
13826,"Candice",25-MAY-83,0,2,,"",""
13827,"Nathan",31-MAR-83,1,1,,"",""
13828,"Jessie",02-JAN-83,0,2,,"",""
13829,"Randall",08-SEP-82,0,1,,"",""
13830,"Andrea",31-JAN-83,0,2,,"",""
13831,"Eddie",19-MAY-81,0,1,,"",""
13832,"Priscilla",25-OCT-81,0,2,,"",""
13833,"Noah",05-OCT-81,0,1,,"",""
13834,"Naomi",25-DEC-81,0,2,,"",""
13835,"Hailey",01-SEP-81,0,2,,"",""
13836,"Dominic",05-OCT-81,0,1,,"",""
13837,"Alyssa",10-FEB-82,0,2,,"",""
13838,"Jill",25-DEC-81,0,2,,"",""
13839,"Manuel",05-SEP-79,0,1,,"",""
13840,"Tommy",01-OCT-79,1,1,,"",""
13841,"Clayton",04-JUL-79,0,1,,"",""
13842,"Kenneth",12-JUL-85,0,1,,"",""
13843,"Warren",19-DEC-80,0,1,,"",""
13844,"Phillip",06-FEB-81,0,1,,"",""
13845,"Shawn",24-APR-81,1,1,,"",""
13846,"Lisa",08-DEC-80,1,2,,"",""
13847,"Kurt",21-JAN-81,1,1,,"",""
13848,"Melissa",23-MAR-83,0,2,,"",""
13849,"Preston",31-AUG-77,0,1,,"",""
13850,"Anthony",13-FEB-78,0,1,,"",""
13851,"Seth",05-JAN-78,0,1,,"",""
13852,"Ian",01-AUG-78,0,1,,"",""
13853,"Connor",17-APR-79,0,1,,"",""
13854,"Kyle",09-MAY-79,1,1,,"",""
13855,"Sarah",02-AUG-84,0,2,,"",""
13856,"Ian",20-SEP-76,0,1,,"",""
13857,"Victoria",02-DEC-76,1,2,,"",""
13858,"Melanie",14-MAR-82,1,2,,"",""
13859,"Kristin",30-AUG-76,1,2,,"",""
13860,"Olivia",09-MAY-78,1,2,,"",""
13861,"Hailey",08-SEP-83,1,2,,"",""
13862,"Andrew",03-JUN-78,1,1,,"",""
13863,"Kevin",18-JUL-77,1,1,,"",""
13864,"Robin",19-OCT-83,1,2,,"",""
13865,"Mariah",21-DEC-77,1,2,,"",""
13866,"Mya",13-FEB-78,1,2,,"",""
13867,"Luke",25-MAR-76,1,1,,"",""
13868,"Shelby",10-JAN-76,0,2,,"",""
13869,"Anna",09-AUG-74,1,2,,"",""
13870,"Jonathan",18-JAN-75,1,1,,"",""
13871,"Sarah",28-SEP-80,0,2,,"",""
13872,"Alyssa",23-DEC-74,1,2,,"",""
13873,"Russell",07-FEB-77,1,1,,"",""
13874,"Alyssa",22-MAY-86,1,2,,"",""
13875,"Samantha",20-MAY-75,1,2,,"",""
13876,"Sebastian",08-FEB-75,1,1,,"",""
13877,"Adam",16-FEB-74,1,1,,"",""
13878,"Sebastian",01-JAN-74,1,1,,"",""
13879,"Derrick",08-MAR-74,0,1,,"",""
13880,"Marshall",12-SEP-73,0,1,,"",""
13881,"Jasmine",04-MAY-79,0,2,,"",""
13882,"Mariah",14-APR-73,0,2,,"",""
13883,"Brandon",14-OCT-72,0,1,,"",""
13884,"Jada",28-NOV-72,0,2,,"",""
13885,"Brian",04-MAY-81,0,1,,"",""
13886,"Rachel",25-MAR-76,1,2,,"",""
13887,"Nathan",08-OCT-81,1,1,,"",""
13888,"Ian",01-MAY-84,0,1,,"",""
13889,"Robert",07-FEB-72,0,1,,"",""
13890,"Jennifer",12-SEP-77,0,2,,"",""
13891,"Aaron",05-JUN-72,1,1,,"",""
13892,"Spencer",21-NOV-77,0,1,,"",""
13893,"Dalton",07-FEB-83,1,1,,"",""
13894,"Robyn",25-AUG-74,1,2,,"",""
13895,"Isabella",24-JUN-75,0,2,,"",""
13896,"Hailey",06-OCT-80,0,2,,"",""
13897,"Carol",24-MAY-75,1,1,,"",""
13898,"Richard",06-APR-86,0,1,,"",""
13899,"Cameron",10-FEB-86,1,1,,"",""
13900,"Isaac",07-OCT-85,1,1,,"",""
13901,"Oscar",20-APR-75,1,1,,"",""
13902,"Jeremiah",15-SEP-74,1,1,,"",""
13903,"Elijah",27-MAY-75,0,1,,"",""
13904,"Natalie",05-MAR-80,1,2,,"",""
13905,"Christian",03-MAR-80,1,1,,"",""
13906,"Courtney",21-JUN-76,0,2,,"",""
13907,"Misty",19-FEB-76,0,2,,"",""
13908,"Alyssa",17-JAN-71,0,2,,"",""
13909,"Riley",21-JUL-70,0,2,,"",""
13910,"Isabelle",05-MAR-76,0,2,,"",""
13911,"Andrea",23-NOV-70,0,2,,"",""
13912,"Caroline",16-MAR-76,0,2,,"",""
13913,"Angela",18-MAR-71,0,2,,"",""
13914,"Abigail",22-APR-70,1,2,,"",""
13915,"Allison",18-OCT-75,0,2,,"",""
13916,"Eduardo",24-MAY-81,0,1,,"",""
13917,"Samuel",16-AUG-69,0,1,,"",""
13918,"Armando",02-JAN-70,0,1,,"",""
13919,"Grace",21-OCT-29,1,2,,"",""
13920,"Amanda",18-SEP-69,0,2,,"",""
13921,"Joseph",07-MAY-74,1,1,,"",""
13922,"Jackson",03-MAY-74,1,1,,"",""
13923,"Steven",22-SEP-73,0,1,,"",""
13924,"Hannah",10-MAR-79,0,2,,"",""
13925,"Wyatt",08-OCT-74,0,1,,"",""
13926,"Dalton",20-JAN-69,0,1,,"",""
13927,"Gabriel",06-JUN-69,0,1,,"",""
13928,"Nathaniel",18-JAN-69,1,1,,"",""
13929,"Robert",03-SEP-67,0,1,,"",""
13930,"Samantha",14-FEB-73,1,2,,"",""
13931,"Luke",01-JUL-73,1,1,,"",""
13932,"Timothy",09-DEC-72,1,1,,"",""
13933,"Isabella",10-DEC-66,1,2,,"",""
13934,"Luis",13-OCT-76,1,1,,"",""
13935,"Kimberly",21-DEC-71,1,2,,"",""
13936,"Nathan",08-JAN-73,1,1,,"",""
13937,"Victoria",19-MAR-84,0,2,,"",""
13938,"Alejandro",03-FEB-73,1,1,,"",""
13939,"Eduardo",16-SEP-72,0,1,,"",""
13940,"Emma",13-FEB-73,0,2,,"",""
13941,"Brittany",24-MAY-77,1,2,,"",""
13942,"Seth",06-OCT-65,1,1,,"",""
13943,"Kelly",30-SEP-71,1,2,,"",""
13944,"Andrew",29-JAN-66,1,1,,"",""
13945,"Yolanda",11-FEB-66,1,2,,"",""
13946,"Jason",22-JAN-65,1,1,,"",""
13947,"Megan",14-MAY-65,1,2,,"",""
13948,"Susan",28-AUG-64,0,2,,"",""
13949,"Dwayne",12-MAR-65,1,1,,"",""
13950,"Meredith",16-SEP-63,1,2,,"",""
13951,"Dylan",05-APR-35,0,1,,"",""
13952,"Franklin",05-JUL-80,1,1,,"",""
13953,"Theresa",17-MAR-80,1,2,,"",""
13954,"Eddie",16-SEP-84,1,1,,"",""
13955,"Andres",08-AUG-75,1,1,,"",""
13956,"Dawn",11-APR-74,0,2,,"",""
13957,"Meredith",24-NOV-78,0,2,,"",""
13958,"Diane",13-APR-73,1,2,,"",""
13959,"Ebony",20-NOV-74,1,2,,"",""
13960,"Lacey",01-JAN-73,0,2,,"",""
13961,"Shawna",05-NOV-71,1,2,,"",""
13962,"Dawn",06-NOV-71,1,2,,"",""
13963,"Veronica",27-MAY-72,1,2,,"",""
13964,"Jasmine",18-AUG-71,0,2,,"",""
13965,"Barry",22-FEB-77,1,1,,"",""
13966,"Darren",02-OCT-71,1,1,,"",""
13967,"Glenn",23-JUL-70,0,1,,"",""
13968,"Lydia",23-OCT-70,0,2,,"",""
13969,"Roy",07-FEB-79,0,1,,"",""
13970,"Pedro",15-OCT-73,0,1,,"",""
13971,"Bianca",05-DEC-73,0,2,,"",""
13972,"Eugene",30-SEP-70,0,1,,"",""
13973,"Bethany",30-NOV-69,0,2,,"",""
13974,"Tina",25-MAR-70,1,2,,"",""
13975,"Johnny",24-MAR-75,0,1,,"",""
13976,"Emmanuel",13-NOV-73,1,1,,"",""
13977,"Alexandra",18-JUL-73,1,2,,"",""
13978,"Zoe",08-NOV-73,1,2,,"",""
13979,"Chloe",30-SEP-84,0,2,,"",""
13980,"Margaret",17-MAR-85,0,2,,"",""
13981,"Joy",10-DEC-49,1,2,,"",""
13982,"Clarence",18-SEP-49,1,1,,"",""
13983,"Logan",03-DEC-49,1,1,,"",""
13984,"Adrian",04-SEP-84,0,1,,"",""
13985,"Alexis",21-OCT-84,1,2,,"",""
13986,"Chloe",23-APR-85,1,2,,"",""
13987,"Eduardo",04-MAY-84,0,1,,"",""
13988,"Miguel",09-MAY-84,0,1,,"",""
13989,"Chloe",17-JUL-83,0,2,,"",""
13990,"Stephanie",23-SEP-83,0,2,,"",""
13991,"Jack",05-SEP-83,1,1,,"",""
13992,"Gregory",04-DEC-83,0,1,,"",""
13993,"Zachary",21-FEB-84,1,1,,"",""
13994,"Isaac",14-JAN-52,1,1,,"",""
13995,"Michele",07-DEC-52,1,2,,"",""
