"CONSECUTIVO"	"CEDULA"	"DEPARTAMENTO"	"MONTO"	"SUCURSAL"	"PRODUCTO"	"USUARIO"
4042	15107	200	66806	6	14	150
4043	25173	260	54620	3	9	174
4044	23220	190	89125	3	12	115
4045	26911	20	73123	4	10	102
4046	21421	170	54620	4	9	144
4047	18720	100	85176	6	5	192
4048	27874	50	47347	6	2	111
4049	26826	210	73123	5	10	191
4050	20621	40	70047	2	7	103
4051	15886	180	11869	1	17	143
4052	19485	50	66806	7	14	183
4053	14735	270	9474	7	15	119
4054	28016	220	29442	5	3	188
4055	29148	80	1526	7	13	202
4056	19038	210	89125	3	12	201
4057	11807	110	95810	2	11	125
4058	17228	260	47347	5	2	182
4059	22854	200	85176	7	5	175
4060	15927	100	9474	5	15	201
4061	23128	50	27825	3	8	177
4062	22331	70	85176	4	5	144
4063	22693	210	66806	7	14	159
4064	22855	180	95810	1	11	202
4065	27421	270	70047	3	7	121
4066	20730	220	27825	4	8	112
4067	29034	220	11869	2	17	111
4068	17380	270	73123	7	10	108
4069	22895	200	1760	1	1	102
4070	17933	130	63641	5	16	189
4071	15269	140	27825	2	8	191
4072	28887	10	66806	4	14	128
4073	18766	100	1526	1	13	122
4074	17607	90	70047	5	7	193
4075	12242	110	63641	2	16	114
4076	12450	40	47347	7	2	152
4077	22364	210	66806	5	14	113
4078	12465	80	29442	2	3	117
4079	20707	140	47347	4	2	154
4080	23372	120	73123	5	10	168
4081	12015	70	1760	5	1	141
4082	23693	270	66806	1	14	204
4083	19191	270	95810	4	11	101
4084	15272	100	90367	6	4	174
4085	27173	70	27825	1	8	204
4086	28651	220	63641	7	16	164
4087	19796	180	95810	2	11	206
4088	15069	60	29442	4	3	193
4089	20106	50	73123	2	10	129
4090	15122	140	9474	4	15	113
4091	28047	100	27825	7	8	165
4092	14206	10	38466	3	18	143
4093	16374	230	27825	1	8	183
4094	25765	110	1760	3	1	145
4095	27676	220	1526	3	13	206
4096	18120	100	70047	1	7	163
4097	27848	70	9474	4	15	112
4098	17159	110	85176	2	5	137
4099	13791	20	73123	7	10	101
4100	28033	140	38466	2	18	191
4101	18322	230	1526	2	13	167
4102	14589	50	70047	4	7	106
4103	17971	110	9474	2	15	109
4104	25141	270	95810	4	11	117
4105	16143	30	1760	2	1	192
4106	20080	70	73123	2	10	131
4107	19795	180	27825	3	8	109
4108	20019	250	70047	5	7	163
4109	28060	160	29442	1	3	178
4110	19894	80	73123	1	10	157
4111	27445	200	1526	2	13	137
4112	13410	90	95810	3	11	164
4113	29383	90	70724	7	6	134
4114	21636	60	38466	4	18	190
4115	15274	170	54620	4	9	172
4116	28037	270	47347	6	2	113
4117	25725	10	73123	2	10	114
4118	17312	110	1526	4	13	157
4119	14858	200	70724	3	6	118
4120	17277	160	70047	7	7	149
4121	22052	190	47347	5	2	179
4122	23717	100	89125	6	12	105
4123	20598	30	1760	2	1	131
4124	20475	140	70724	6	6	161
4125	20429	70	27825	7	8	188
4126	24947	260	70724	2	6	173
4127	23036	200	66806	1	14	118
4128	26161	100	73123	3	10	151
4129	26759	100	38466	7	18	124
4130	29392	190	1526	4	13	158
4131	17914	240	47347	2	2	109
4132	19205	170	27825	2	8	190
4133	15217	140	66806	4	14	117
4134	25597	140	90367	6	4	137
4135	28818	70	90367	4	4	150
4136	28118	20	47347	5	2	185
4137	18757	190	27825	4	8	103
4138	23376	260	66806	5	14	152
4139	11109	40	1760	4	1	112
4140	22534	240	95810	1	11	105
4141	17513	100	95810	2	11	101
4142	14560	260	73123	5	10	163
4143	18554	50	9474	3	15	193
4144	28162	40	66806	3	14	176
4145	23240	110	85176	2	5	157
4146	24320	220	85176	2	5	168
4147	12266	200	73123	7	10	112
4148	14017	240	85176	2	5	196
4149	13503	270	47347	5	2	139
4150	16130	10	85176	7	5	193
4151	23571	60	29442	5	3	123
4152	19615	60	70047	1	7	163
4153	25328	40	70047	4	7	170
4154	25727	240	89125	7	12	168
4155	18075	160	54620	2	9	148
4156	28449	40	1526	2	13	204
4157	18740	80	73123	1	10	149
4158	17498	40	11869	7	17	166
4159	24077	180	90367	7	4	132
4160	27725	90	66806	5	14	110
4161	16462	190	11869	3	17	145
4162	27809	110	1526	2	13	138
4163	13216	220	38466	3	18	134
4164	16353	150	70724	7	6	137
4165	17564	230	47347	6	2	146
4166	18794	230	54620	4	9	188
4167	16021	90	89125	2	12	100
4168	13642	160	27825	1	8	143
4169	26969	270	95810	7	11	177
4170	23863	190	29442	7	3	180
4171	27060	130	70047	2	7	132
4172	23787	10	90367	6	4	150
4173	22920	50	11869	3	17	185
4174	18837	260	95810	5	11	182
4175	18530	210	38466	6	18	151
4176	20875	120	11869	2	17	185
4177	15724	190	38466	2	18	150
4178	18864	40	11869	3	17	118
4179	16003	240	11869	1	17	134
4180	25528	40	1760	7	1	199
4181	15622	200	29442	1	3	148
4182	18468	100	66806	5	14	151
4183	20746	90	1526	7	13	164
4184	23597	160	54620	5	9	162
4185	28340	50	70724	4	6	206
4186	19410	170	70724	2	6	118
4187	20847	250	95810	6	11	148
4188	17432	180	47347	7	2	194
4189	14473	40	29442	7	3	148
4190	17317	30	38466	4	18	171
4191	25010	150	89125	1	12	122
4192	12291	80	70047	3	7	194
4193	12991	70	85176	4	5	155
4194	11248	250	85176	2	5	155
4195	22556	10	85176	4	5	202
4196	24184	190	1526	6	13	166
4197	21878	90	66806	2	14	143
4198	13099	50	66806	4	14	193
4199	26883	160	85176	6	5	143
4200	25197	250	89125	7	12	205
4201	17004	130	54620	6	9	198
4202	21202	80	29442	6	3	134
4203	16141	80	89125	6	12	108
4204	16841	40	9474	2	15	159
4205	14345	200	54620	3	9	198
4206	18579	190	85176	6	5	126
4207	26434	120	29442	6	3	135
4208	26386	230	11869	1	17	191
4209	20231	100	70047	2	7	123
4210	22778	60	89125	2	12	152
4211	19307	160	73123	7	10	146
4212	14675	170	63641	5	16	178
4213	13184	240	11869	4	17	115
4214	14195	200	27825	2	8	136
4215	15114	180	85176	1	5	178
4216	23664	240	70724	3	6	165
4217	21398	70	90367	3	4	168
4218	21877	210	29442	7	3	193
4219	18577	150	9474	4	15	186
4220	26326	270	95810	4	11	130
4221	16498	20	90367	4	4	190
4222	27626	50	1526	3	13	135
4223	29320	60	29442	4	3	168
4224	13615	80	66806	6	14	188
4225	20079	40	54620	3	9	188
4226	15977	150	89125	1	12	166
4227	13349	30	85176	4	5	206
4228	25256	210	90367	3	4	126
4229	13584	60	27825	2	8	188
4230	16230	250	27825	5	8	144
4231	17848	210	1760	6	1	125
4232	17088	200	11869	6	17	124
4233	17686	60	85176	4	5	106
4234	25839	190	90367	4	4	142
4235	22810	270	89125	7	12	111
4236	15992	250	29442	3	3	111
4237	21836	80	1526	7	13	169
4238	23908	70	47347	4	2	188
4239	24117	260	70047	2	7	184
4240	16115	160	47347	2	2	147
4241	18972	150	9474	2	15	106
4242	13322	180	73123	5	10	170
4243	23930	200	47347	2	2	113
4244	22458	80	70724	4	6	139
4245	14744	130	70047	3	7	175
4246	15942	190	47347	7	2	123
4247	13799	130	38466	3	18	193
4248	17676	200	29442	1	3	185
4249	11437	80	54620	7	9	160
4250	22088	240	95810	4	11	127
4251	11020	110	1760	6	1	191
4252	15525	170	11869	7	17	114
4253	18239	90	95810	6	11	121
4254	20807	100	1760	6	1	164
4255	26802	180	47347	2	2	111
4256	23507	90	73123	3	10	143
4257	13208	230	90367	2	4	126
4258	25688	260	54620	1	9	192
4259	11339	200	63641	5	16	192
4260	26708	220	73123	2	10	126
4261	13774	90	85176	6	5	168
4262	24732	170	9474	2	15	166
4263	23839	90	27825	4	8	124
4264	15990	70	95810	3	11	113
4265	17424	50	9474	2	15	169
4266	15770	200	9474	2	15	135
4267	16120	230	47347	3	2	159
4268	18302	210	63641	6	16	198
4269	18263	200	1526	3	13	139
4270	26679	170	47347	3	2	178
4271	20151	260	54620	1	9	103
4272	14582	240	66806	4	14	200
4273	13299	30	70047	6	7	163
4274	17127	210	95810	7	11	113
4275	16608	180	70724	4	6	142
4276	15984	90	29442	6	3	192
4277	25260	240	70724	4	6	137
4278	21436	110	47347	4	2	106
4279	22504	10	1526	5	13	137
4280	21418	10	66806	4	14	206
4281	25202	220	63641	7	16	126
4282	26546	100	66806	3	14	174
4283	11575	240	9474	4	15	119
4284	28934	30	66806	6	14	109
4285	18262	20	1760	4	1	162
4286	18626	250	29442	4	3	168
4287	16966	200	11869	2	17	168
4288	14629	110	38466	5	18	105
4289	15556	20	90367	1	4	108
4290	25194	140	95810	5	11	166
4291	11884	50	47347	6	2	157
4292	15611	90	70724	6	6	109
4293	21305	120	63641	2	16	205
4294	13008	190	38466	2	18	113
4295	22356	260	9474	5	15	143
4296	21370	200	95810	5	11	193
4297	12216	100	90367	1	4	194
4298	17487	210	73123	1	10	173
4299	20698	130	70047	6	7	137
4300	13727	240	38466	1	18	183
4301	22437	170	95810	7	11	161
4302	24251	130	54620	2	9	103
4303	19091	230	47347	7	2	103
4304	17438	70	47347	3	2	201
4305	22460	10	66806	7	14	151
4306	19158	200	63641	3	16	149
4307	17634	110	95810	1	11	124
4308	13608	200	9474	4	15	131
4309	16672	260	11869	6	17	190
4310	15814	100	1760	4	1	116
4311	21843	120	38466	5	18	151
4312	23587	80	89125	5	12	185
4313	20099	20	29442	2	3	193
4314	17846	230	85176	5	5	199
4315	14547	230	47347	2	2	122
4316	15050	140	27825	5	8	119
4317	23998	260	73123	4	10	184
4318	16989	30	27825	2	8	145
4319	18738	110	1526	7	13	145
4320	17028	30	63641	5	16	109
4321	25981	110	66806	7	14	198
4322	16853	10	90367	2	4	162
4323	13967	270	1526	4	13	120
4324	17621	80	11869	5	17	121
4325	16329	120	70047	4	7	141
4326	18091	90	89125	7	12	199
4327	21475	170	90367	7	4	104
4328	22075	50	70047	4	7	149
4329	21456	150	70724	6	6	146
4330	13779	260	90367	4	4	169
4331	27502	30	95810	4	11	163
4332	13520	60	95810	6	11	201
4333	11625	150	63641	1	16	144
4334	17812	200	9474	7	15	116
4335	21475	40	1526	5	13	143
4336	12277	260	70047	4	7	147
4337	24107	180	70047	6	7	169
4338	18844	30	85176	7	5	182
4339	27248	110	11869	1	17	165
4340	24301	140	70047	4	7	115
4341	23144	260	11869	7	17	103
4342	21709	80	1526	4	13	169
4343	20449	180	85176	7	5	173
4344	18819	240	70047	1	7	126
4345	27966	20	54620	2	9	102
4346	17334	190	70724	2	6	174
4347	29150	220	11869	5	17	134
4348	14782	40	70724	6	6	183
4349	21533	60	9474	4	15	172
4350	14069	80	54620	4	9	172
4351	13949	270	38466	5	18	109
4352	12988	100	29442	4	3	150
4353	26111	270	85176	1	5	114
4354	22970	20	89125	2	12	114
4355	29214	190	63641	7	16	178
4356	26870	30	89125	1	12	158
4357	28836	210	89125	6	12	108
4358	25421	190	90367	5	4	165
4359	15892	270	27825	4	8	178
4360	27678	190	63641	5	16	174
4361	20984	60	66806	2	14	169
4362	16719	30	11869	5	17	123
4363	11799	110	63641	6	16	103
4364	13002	70	66806	5	14	205
4365	15031	10	89125	3	12	118
4366	18447	240	38466	6	18	140
4367	25269	270	73123	6	10	128
4368	21036	200	90367	6	4	129
4369	12131	110	85176	7	5	125
4370	22709	10	89125	6	12	151
4371	29234	100	29442	5	3	175
4372	11053	220	47347	1	2	187
4373	12059	130	73123	2	10	134
4374	16734	140	70047	5	7	206
4375	15680	100	47347	6	2	160
4376	22870	120	1526	7	13	145
4377	27161	140	29442	6	3	100
4378	11435	230	90367	6	4	167
4379	27174	250	1526	2	13	106
4380	29172	150	90367	6	4	149
4381	15254	150	27825	7	8	191
4382	13004	210	27825	4	8	122
4383	23637	240	73123	2	10	100
4384	16789	140	73123	7	10	162
4385	16371	230	11869	3	17	146
4386	16061	250	70047	7	7	165
4387	12464	50	95810	1	11	138
4388	16879	250	85176	3	5	110
4389	12672	20	1526	7	13	155
4390	27007	10	70047	4	7	157
4391	26364	200	90367	7	4	170
4392	16911	150	85176	6	5	192
4393	24689	210	1526	2	13	125
4394	15683	110	95810	1	11	194
4395	17343	70	11869	2	17	167
4396	16060	250	1760	5	1	116
4397	20639	170	90367	7	4	201
4398	24786	150	70724	2	6	206
4399	11976	10	70724	7	6	150
4400	19014	140	63641	5	16	145
4401	29441	260	70047	4	7	116
4402	17686	150	1760	4	1	200
4403	25974	220	38466	6	18	179
4404	11901	20	38466	3	18	135
4405	12591	230	70047	4	7	112
4406	26156	20	54620	3	9	122
4407	13787	150	70047	7	7	139
4408	26305	60	29442	1	3	138
4409	28316	90	54620	3	9	153
4410	23289	200	66806	5	14	206
4411	19320	270	66806	5	14	136
4412	19467	120	29442	6	3	158
4413	27261	90	73123	6	10	141
4414	21252	140	90367	1	4	108
4415	28048	210	90367	1	4	147
4416	24566	220	27825	3	8	158
4417	11623	200	54620	6	9	127
4418	17835	150	70047	2	7	206
4419	23447	250	95810	1	11	116
4420	27599	50	95810	7	11	152
4421	14772	130	70724	3	6	105
4422	25821	200	70047	1	7	177
4423	18415	130	66806	1	14	182
4424	19306	130	95810	1	11	190
4425	24590	150	70724	5	6	188
4426	24239	70	54620	4	9	137
4427	26433	120	38466	3	18	102
4428	24146	80	66806	5	14	178
4429	19752	200	38466	4	18	153
4430	23877	160	73123	7	10	193
4431	14953	10	9474	6	15	122
4432	29116	220	85176	3	5	142
4433	24768	40	89125	4	12	171
4434	24647	260	70724	1	6	106
4435	24804	240	73123	1	10	110
4436	12974	50	66806	6	14	153
4437	13629	140	70724	1	6	137
4438	12439	40	70724	2	6	150
4439	20121	70	70047	2	7	164
4440	26743	10	9474	6	15	114
4441	18038	60	27825	7	8	172
4442	17149	10	47347	2	2	202
4443	21010	200	70047	6	7	203
4444	25872	100	47347	7	2	145
4445	14186	270	27825	7	8	196
4446	15494	30	63641	6	16	125
4447	27907	160	1760	1	1	185
4448	28948	140	29442	2	3	131
4449	25766	80	90367	5	4	145
4450	14327	140	11869	3	17	155
4451	24953	160	70724	1	6	199
4452	11120	80	54620	4	9	201
4453	28177	240	90367	5	4	120
4454	19586	30	90367	1	4	113
4455	24491	160	9474	7	15	157
4456	22104	100	85176	2	5	165
4457	21950	270	11869	1	17	138
4458	20142	150	85176	3	5	165
4459	11806	130	27825	6	8	116
4460	15328	150	38466	1	18	120
4461	26894	270	47347	4	2	158
4462	22010	160	29442	6	3	141
4463	16706	260	70047	3	7	175
4464	26550	30	63641	1	16	168
4465	24140	270	9474	2	15	114
4466	24943	70	1526	2	13	139
4467	28877	170	90367	7	4	164
4468	12511	170	1760	5	1	173
4469	12843	50	85176	7	5	114
4470	15082	110	54620	5	9	161
4471	26262	160	29442	3	3	149
4472	19996	150	66806	3	14	154
4473	18477	110	11869	5	17	186
4474	18810	90	63641	6	16	119
4475	23959	160	29442	3	3	200
4476	14529	230	73123	4	10	127
4477	22503	100	29442	4	3	137
4478	14078	90	29442	7	3	203
4479	16602	260	95810	2	11	136
4480	11231	60	73123	2	10	196
4481	14775	150	1760	1	1	187
4482	16148	140	66806	5	14	180
4483	19544	10	38466	6	18	171
4484	17833	30	9474	2	15	128
4485	21877	80	73123	2	10	191
4486	21829	40	29442	5	3	143
4487	14993	240	95810	6	11	134
4488	16766	150	38466	1	18	179
4489	25895	20	70047	4	7	109
4490	27882	120	95810	7	11	158
4491	12513	160	47347	2	2	179
4492	22839	190	70724	3	6	167
4493	24743	30	9474	1	15	158
4494	12135	250	73123	6	10	189
4495	15344	220	1526	4	13	105
4496	24358	90	70047	7	7	154
4497	29409	250	29442	2	3	157
4498	12087	230	89125	3	12	125
4499	28180	140	70724	4	6	141
4500	22172	140	29442	5	3	112
4501	11342	210	90367	6	4	145
4502	18968	230	27825	5	8	193
4503	15266	170	54620	1	9	169
4504	21501	200	27825	5	8	192
4505	28768	100	95810	7	11	194
4506	24409	40	73123	3	10	198
4507	14026	150	63641	3	16	165
4508	28137	110	38466	7	18	174
4509	11223	110	85176	6	5	131
4510	16673	260	85176	1	5	189
4511	15535	110	95810	4	11	110
4512	22922	40	85176	2	5	136
4513	27068	230	54620	1	9	188
4514	27688	50	27825	5	8	141
4515	21696	260	85176	6	5	112
4516	29244	60	73123	3	10	154
4517	27521	80	1526	3	13	188
4518	13332	20	95810	1	11	146
4519	22008	20	47347	6	2	144
4520	23403	180	70724	1	6	145
4521	23878	240	70724	5	6	145
4522	22696	130	38466	5	18	115
4523	27529	160	63641	7	16	176
4524	24433	150	1526	4	13	114
4525	15444	120	54620	6	9	125
4526	22138	80	63641	6	16	115
4527	28171	110	70724	5	6	116
4528	20095	30	63641	3	16	141
4529	24746	200	85176	3	5	176
4530	18461	210	9474	6	15	102
4531	11166	60	9474	2	15	131
4532	28380	170	29442	5	3	178
4533	17904	230	38466	7	18	138
4534	27776	130	27825	1	8	127
4535	26931	220	54620	7	9	197
4536	23054	150	27825	5	8	192
4537	18993	40	70047	3	7	174
4538	24215	30	1760	7	1	182
4539	13858	140	70724	5	6	188
4540	17412	70	1760	5	1	173
4541	15067	110	90367	5	4	140
4542	16820	60	89125	5	12	155
4543	16728	150	70047	1	7	152
4544	20848	240	70724	1	6	184
4545	24174	150	66806	1	14	196
4546	12392	170	47347	3	2	201
4547	11130	50	11869	6	17	156
4548	29361	250	1526	7	13	141
4549	17953	150	63641	1	16	201
4550	27153	150	27825	3	8	177
4551	16433	180	47347	5	2	176
4552	18993	10	29442	2	3	149
4553	21967	90	29442	3	3	143
4554	13230	30	90367	5	4	126
4555	28840	210	70047	5	7	164
4556	27136	270	90367	1	4	171
4557	11622	110	29442	5	3	149
4558	23317	230	9474	4	15	154
4559	19455	250	54620	3	9	111
4560	16702	70	54620	2	9	166
4561	11805	60	9474	6	15	135
4562	21461	20	95810	2	11	142
4563	20059	80	9474	5	15	140
4564	12043	10	63641	1	16	128
4565	24523	20	47347	2	2	114
4566	25871	60	73123	5	10	161
4567	27798	210	47347	1	2	154
4568	14579	210	54620	6	9	202
4569	15625	40	1760	5	1	108
4570	15488	220	66806	3	14	203
4571	18666	230	85176	2	5	115
4572	23003	230	73123	7	10	128
4573	20064	200	73123	5	10	192
4574	26842	110	63641	2	16	190
4575	29462	110	11869	4	17	141
4576	16288	20	70724	7	6	173
4577	28547	60	29442	2	3	161
4578	22238	110	1760	3	1	167
4579	19339	70	90367	4	4	149
4580	14009	160	54620	2	9	116
4581	24957	90	73123	1	10	149
4582	23171	30	11869	2	17	141
4583	15609	110	70047	5	7	128
4584	18788	200	47347	5	2	196
4585	11481	180	63641	6	16	191
4586	13766	130	29442	6	3	103
4587	17136	20	11869	5	17	162
4588	18752	140	9474	3	15	193
4589	13939	270	66806	3	14	145
4590	23680	200	27825	7	8	127
4591	20641	30	1760	4	1	113
4592	23078	250	89125	5	12	112
4593	22859	110	29442	3	3	135
4594	26385	150	29442	4	3	160
4595	16172	60	95810	5	11	124
4596	17895	10	9474	7	15	150
4597	14384	210	89125	1	12	194
4598	16834	210	90367	6	4	147
4599	17147	70	29442	5	3	186
4600	13892	80	47347	4	2	169
4601	15705	50	11869	7	17	148
4602	20925	20	9474	7	15	180
4603	28262	100	90367	2	4	132
4604	16921	240	54620	4	9	116
4605	26543	40	95810	3	11	134
4606	28614	180	90367	2	4	156
4607	17773	50	1760	4	1	196
4608	25552	190	27825	6	8	142
4609	28378	160	89125	5	12	202
4610	16905	100	11869	3	17	197
4611	14029	80	85176	3	5	120
4612	11946	120	9474	2	15	135
4613	17023	180	70724	6	6	206
4614	17766	160	47347	3	2	154
4615	21843	270	63641	6	16	187
4616	25997	240	89125	5	12	184
4617	22001	70	54620	6	9	155
4618	26997	20	27825	2	8	155
4619	21273	240	27825	4	8	170
4620	23812	140	89125	4	12	159
4621	13543	160	27825	2	8	199
4622	26209	200	70724	6	6	115
4623	19258	210	70047	2	7	144
4624	17752	140	89125	7	12	179
4625	26808	90	66806	6	14	154
4626	12876	140	29442	4	3	120
4627	11490	250	95810	7	11	120
4628	25118	210	1526	5	13	127
4629	12184	190	85176	2	5	172
4630	16816	10	73123	6	10	129
4631	20194	270	1760	7	1	151
4632	15430	70	11869	3	17	176
4633	12459	90	95810	3	11	132
4634	25219	120	1526	7	13	131
4635	23500	220	66806	4	14	159
4636	16818	100	47347	2	2	158
4637	19548	70	1760	2	1	151
4638	25910	20	9474	3	15	138
4639	14742	40	66806	3	14	143
4640	28464	70	70724	7	6	173
4641	16364	20	11869	3	17	164
4642	14694	210	70047	7	7	205
4643	24787	50	9474	6	15	168
4644	21532	190	11869	3	17	103
4645	19352	70	90367	4	4	195
4646	17594	160	54620	6	9	126
4647	23485	20	90367	4	4	140
4648	29432	160	1760	5	1	146
4649	19102	250	70047	1	7	154
4650	24763	10	38466	5	18	200
4651	11440	110	11869	2	17	153
4652	25338	160	29442	4	3	100
4653	26896	150	47347	6	2	205
4654	15667	270	70724	1	6	154
4655	20473	140	63641	1	16	201
4656	11705	170	63641	7	16	142
4657	12686	60	70047	6	7	177
4658	19932	100	29442	1	3	158
4659	15482	50	70724	6	6	165
4660	22267	80	90367	6	4	156
4661	25763	60	70724	6	6	151
4662	17318	170	29442	1	3	203
4663	14633	210	70724	4	6	125
4664	14091	260	63641	4	16	159
4665	27788	50	73123	6	10	118
4666	11789	90	29442	4	3	172
4667	25614	170	9474	2	15	163
4668	19834	110	38466	6	18	167
4669	27335	30	70047	5	7	161
4670	27396	70	63641	5	16	114
4671	28133	130	38466	2	18	111
4672	24098	30	90367	4	4	151
4673	19384	150	70047	3	7	131
4674	23751	80	11869	1	17	107
4675	19580	230	73123	6	10	144
4676	17650	210	1760	1	1	203
4677	15988	130	90367	6	4	177
4678	17657	180	66806	5	14	131
4679	12344	260	29442	3	3	140
4680	23895	40	73123	7	10	154
4681	19840	30	27825	5	8	192
4682	17789	230	29442	1	3	176
4683	18074	100	11869	3	17	185
4684	19181	170	70724	2	6	138
4685	18313	260	89125	4	12	180
4686	19577	100	66806	2	14	190
4687	23985	50	70724	7	6	156
4688	29269	100	54620	5	9	160
4689	14226	250	73123	2	10	150
4690	25345	110	90367	4	4	163
4691	13876	150	9474	7	15	191
4692	26393	140	90367	2	4	107
4693	13618	150	70047	6	7	199
4694	15945	210	29442	1	3	107
4695	25437	240	95810	3	11	110
4696	12975	90	70724	2	6	164
4697	11186	220	90367	4	4	166
4698	28550	30	9474	6	15	169
4699	26468	270	73123	5	10	119
4700	19525	160	47347	5	2	122
4701	11525	120	1526	3	13	106
4702	17841	50	1526	3	13	161
4703	21429	20	27825	1	8	118
4704	25090	30	1760	1	1	100
4705	28018	130	9474	1	15	202
4706	27889	80	38466	5	18	130
4707	28562	240	11869	6	17	168
4708	23417	90	90367	1	4	188
4709	12625	120	85176	2	5	141
4710	18458	200	27825	2	8	105
4711	28517	160	1760	1	1	142
4712	25267	170	1526	3	13	165
4713	18672	220	85176	3	5	129
4714	18456	10	27825	1	8	128
4715	21251	250	63641	6	16	153
4716	22351	150	38466	4	18	148
4717	18881	40	63641	1	16	135
4718	17040	190	29442	2	3	146
4719	21720	10	29442	2	3	130
4720	13102	210	38466	5	18	101
4721	17663	240	27825	3	8	195
4722	23594	180	89125	4	12	117
4723	12971	240	95810	2	11	192
4724	11578	130	63641	5	16	113
4725	12342	40	29442	2	3	173
4726	29063	30	29442	6	3	180
4727	27528	270	70047	1	7	128
4728	20970	80	85176	2	5	132
4729	19555	80	1526	2	13	173
4730	26184	70	90367	5	4	196
4731	17099	230	1526	2	13	128
4732	12575	180	38466	2	18	178
4733	11484	240	70047	7	7	133
4734	26683	10	54620	7	9	135
4735	28687	10	89125	3	12	153
4736	18505	240	95810	6	11	185
4737	14114	170	63641	2	16	182
4738	18652	140	47347	7	2	188
4739	12652	10	95810	6	11	110
4740	13131	50	85176	2	5	153
4741	27490	40	1760	2	1	193
4742	19783	210	1526	4	13	197
4743	17668	110	1526	4	13	114
4744	20253	240	66806	2	14	201
4745	11202	180	11869	7	17	204
4746	13209	180	54620	5	9	120
4747	18770	110	90367	3	4	190
4748	25201	70	38466	4	18	175
4749	17737	240	29442	7	3	178
4750	20569	210	38466	7	18	141
4751	22372	150	70724	4	6	102
4752	26349	180	27825	6	8	174
4753	29220	50	95810	7	11	182
4754	19245	10	70047	4	7	118
4755	18176	170	1760	3	1	184
4756	24650	40	73123	2	10	167
4757	26414	40	11869	6	17	103
4758	24247	30	29442	1	3	150
4759	19447	140	38466	2	18	117
4760	23083	230	95810	1	11	137
4761	18807	150	95810	1	11	172
4762	18967	100	54620	6	9	103
4763	13708	180	9474	6	15	130
4764	15113	40	1526	3	13	106
4765	12434	220	85176	5	5	134
4766	18904	110	11869	4	17	101
4767	21793	70	47347	1	2	146
4768	15559	70	85176	2	5	112
4769	24537	70	38466	5	18	103
4770	22361	120	85176	3	5	102
4771	15940	100	54620	3	9	159
4772	25636	30	66806	3	14	193
4773	27778	130	47347	7	2	112
4774	24383	200	73123	5	10	141
4775	11162	50	11869	6	17	130
4776	17793	110	38466	6	18	193
4777	17393	260	90367	1	4	142
4778	28419	190	90367	7	4	160
4779	19606	180	66806	2	14	199
4780	22537	230	9474	7	15	147
4781	27526	260	63641	2	16	107
4782	16212	60	54620	1	9	206
4783	28931	160	27825	3	8	190
4784	19934	40	38466	1	18	101
4785	23927	210	70724	5	6	194
4786	23558	10	66806	2	14	173
4787	21450	250	90367	2	4	149
4788	22705	80	54620	5	9	143
4789	11615	230	95810	2	11	158
4790	18401	200	95810	3	11	166
4791	24592	120	70724	3	6	113
4792	14466	100	27825	6	8	204
4793	21012	80	27825	7	8	120
4794	19682	260	70724	7	6	100
4795	17379	70	95810	7	11	145
4796	21108	220	85176	1	5	165
4797	11093	250	9474	1	15	153
4798	25143	240	90367	5	4	104
4799	18703	270	70047	5	7	163
4800	29081	220	66806	2	14	152
4801	27990	270	66806	3	14	109
4802	26757	60	29442	5	3	138
4803	15197	50	54620	5	9	195
4804	19360	200	90367	6	4	100
4805	24563	190	63641	7	16	137
4806	22653	220	38466	3	18	109
4807	15972	10	95810	3	11	201
4808	20537	230	47347	4	2	203
4809	26868	30	1760	4	1	189
4810	18894	130	29442	7	3	132
4811	24210	120	29442	6	3	101
4812	16166	140	70724	4	6	106
4813	12179	200	66806	7	14	198
4814	14657	70	11869	6	17	147
4815	11244	120	85176	4	5	192
4816	15317	220	47347	4	2	173
4817	28522	40	66806	2	14	177
4818	15678	10	70047	3	7	187
4819	28035	100	85176	2	5	160
4820	19371	120	38466	1	18	186
4821	20615	160	89125	6	12	197
4822	15475	40	47347	2	2	189
4823	16967	210	90367	7	4	120
4824	12317	210	85176	5	5	198
4825	18565	230	89125	7	12	142
4826	20994	120	1760	5	1	105
4827	16620	40	47347	5	2	198
4828	29248	240	70724	2	6	126
4829	21515	90	89125	2	12	105
4830	22420	250	1526	5	13	156
4831	25431	70	1526	6	13	128
4832	23821	30	63641	2	16	137
4833	13902	200	63641	2	16	163
4834	15066	90	70047	2	7	105
4835	12034	10	9474	6	15	144
4836	26584	20	27825	5	8	174
4837	12169	170	90367	7	4	117
4838	15975	120	54620	2	9	128
4839	19515	80	89125	2	12	131
4840	17281	210	73123	7	10	135
4841	18797	180	70047	7	7	202
4842	26173	200	1526	3	13	106
4843	25538	190	1526	4	13	157
4844	26386	80	9474	5	15	140
4845	14876	220	47347	5	2	176
4846	24424	100	70047	7	7	203
4847	13094	220	54620	3	9	114
4848	13878	10	63641	5	16	104
4849	25533	90	85176	1	5	175
4850	13667	10	1760	5	1	192
4851	11559	70	54620	4	9	109
4852	15595	100	73123	3	10	112
4853	18445	200	1760	2	1	132
4854	26080	270	95810	7	11	101
4855	15008	90	66806	7	14	173
4856	18190	90	1526	1	13	200
4857	26544	150	70047	7	7	133
4858	18429	30	73123	6	10	101
4859	12103	130	1760	2	1	171
4860	18842	30	66806	6	14	112
